number_of_violations,grade,facility_zip,STATE,poverty_percent,AirQuality,WaterPollution
21,A,94123,CA,11.0,60.51401869,43.0
21,C,94123,CA,11.0,60.51401869,43.0
21,C,94123,CA,11.0,60.51401869,43.0
21,A,94123,CA,11.0,60.51401869,43.0
21,C,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
20,A,94115,CA,11.0,60.51401869,43.0
20,B,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,A,94115,CA,11.0,60.51401869,43.0
20,B,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,A,94115,CA,11.0,60.51401869,43.0
20,B,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,A,94115,CA,11.0,60.51401869,43.0
20,B,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,A,94115,CA,11.0,60.51401869,43.0
20,B,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,A,94115,CA,11.0,60.51401869,43.0
20,B,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,A,94115,CA,11.0,60.51401869,43.0
20,B,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,A,94115,CA,11.0,60.51401869,43.0
20,B,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,A,94115,CA,11.0,60.51401869,43.0
20,B,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,A,94115,CA,11.0,60.51401869,43.0
20,B,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
20,C,94115,CA,11.0,60.51401869,43.0
24,A,94115,CA,11.0,60.51401869,43.0
24,B,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
24,A,94115,CA,11.0,60.51401869,43.0
24,B,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
24,A,94115,CA,11.0,60.51401869,43.0
24,B,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
24,A,94115,CA,11.0,60.51401869,43.0
24,B,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
24,A,94115,CA,11.0,60.51401869,43.0
24,B,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
24,A,94115,CA,11.0,60.51401869,43.0
24,B,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
24,C,94115,CA,11.0,60.51401869,43.0
8,A,94115,CA,11.0,60.51401869,43.0
8,B,94115,CA,11.0,60.51401869,43.0
8,C,94115,CA,11.0,60.51401869,43.0
8,C,94115,CA,11.0,60.51401869,43.0
8,A,94115,CA,11.0,60.51401869,43.0
8,B,94115,CA,11.0,60.51401869,43.0
8,C,94115,CA,11.0,60.51401869,43.0
8,C,94115,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,C,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,C,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,C,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,C,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,C,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,C,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,C,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,C,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
27,C,94123,CA,11.0,60.51401869,43.0
27,B,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,C,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,C,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,C,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,C,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,C,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,C,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
3,B,94123,CA,11.0,60.51401869,43.0
3,C,94123,CA,11.0,60.51401869,43.0
3,B,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
21,C,94123,CA,11.0,60.51401869,43.0
21,B,94123,CA,11.0,60.51401869,43.0
15,B,94123,CA,11.0,60.51401869,43.0
15,C,94123,CA,11.0,60.51401869,43.0
15,B,94123,CA,11.0,60.51401869,43.0
15,B,94123,CA,11.0,60.51401869,43.0
15,C,94123,CA,11.0,60.51401869,43.0
15,B,94123,CA,11.0,60.51401869,43.0
15,B,94123,CA,11.0,60.51401869,43.0
15,C,94123,CA,11.0,60.51401869,43.0
15,B,94123,CA,11.0,60.51401869,43.0
15,B,94123,CA,11.0,60.51401869,43.0
15,C,94123,CA,11.0,60.51401869,43.0
15,B,94123,CA,11.0,60.51401869,43.0
15,B,94123,CA,11.0,60.51401869,43.0
15,C,94123,CA,11.0,60.51401869,43.0
15,B,94123,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
6,A,94102,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
4,A,94109,CA,11.0,60.51401869,43.0
4,A,94109,CA,11.0,60.51401869,43.0
4,A,94109,CA,11.0,60.51401869,43.0
4,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
4,A,94109,CA,11.0,60.51401869,43.0
4,A,94109,CA,11.0,60.51401869,43.0
4,A,94109,CA,11.0,60.51401869,43.0
4,A,94109,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
3,A,94123,CA,11.0,60.51401869,43.0
6,C,94109,CA,11.0,60.51401869,43.0
6,C,94109,CA,11.0,60.51401869,43.0
6,C,94109,CA,11.0,60.51401869,43.0
6,C,94109,CA,11.0,60.51401869,43.0
6,C,94109,CA,11.0,60.51401869,43.0
6,C,94109,CA,11.0,60.51401869,43.0
24,B,94102,CA,11.0,60.51401869,43.0
24,A,94102,CA,11.0,60.51401869,43.0
24,C,94102,CA,11.0,60.51401869,43.0
24,B,94102,CA,11.0,60.51401869,43.0
24,A,94102,CA,11.0,60.51401869,43.0
24,C,94102,CA,11.0,60.51401869,43.0
24,B,94102,CA,11.0,60.51401869,43.0
24,A,94102,CA,11.0,60.51401869,43.0
24,C,94102,CA,11.0,60.51401869,43.0
24,B,94102,CA,11.0,60.51401869,43.0
24,A,94102,CA,11.0,60.51401869,43.0
24,C,94102,CA,11.0,60.51401869,43.0
24,B,94102,CA,11.0,60.51401869,43.0
24,A,94102,CA,11.0,60.51401869,43.0
24,C,94102,CA,11.0,60.51401869,43.0
24,B,94102,CA,11.0,60.51401869,43.0
24,A,94102,CA,11.0,60.51401869,43.0
24,C,94102,CA,11.0,60.51401869,43.0
24,B,94102,CA,11.0,60.51401869,43.0
24,A,94102,CA,11.0,60.51401869,43.0
24,C,94102,CA,11.0,60.51401869,43.0
24,B,94102,CA,11.0,60.51401869,43.0
24,A,94102,CA,11.0,60.51401869,43.0
24,C,94102,CA,11.0,60.51401869,43.0
9,B,94102,CA,11.0,60.51401869,43.0
9,A,94102,CA,11.0,60.51401869,43.0
9,C,94102,CA,11.0,60.51401869,43.0
9,B,94102,CA,11.0,60.51401869,43.0
9,A,94102,CA,11.0,60.51401869,43.0
9,C,94102,CA,11.0,60.51401869,43.0
9,B,94102,CA,11.0,60.51401869,43.0
9,A,94102,CA,11.0,60.51401869,43.0
9,C,94102,CA,11.0,60.51401869,43.0
30,B,94102,CA,11.0,60.51401869,43.0
30,A,94102,CA,11.0,60.51401869,43.0
30,C,94102,CA,11.0,60.51401869,43.0
30,B,94102,CA,11.0,60.51401869,43.0
30,A,94102,CA,11.0,60.51401869,43.0
30,C,94102,CA,11.0,60.51401869,43.0
30,B,94102,CA,11.0,60.51401869,43.0
30,A,94102,CA,11.0,60.51401869,43.0
30,C,94102,CA,11.0,60.51401869,43.0
30,B,94102,CA,11.0,60.51401869,43.0
30,A,94102,CA,11.0,60.51401869,43.0
30,C,94102,CA,11.0,60.51401869,43.0
30,B,94102,CA,11.0,60.51401869,43.0
30,A,94102,CA,11.0,60.51401869,43.0
30,C,94102,CA,11.0,60.51401869,43.0
30,B,94102,CA,11.0,60.51401869,43.0
30,A,94102,CA,11.0,60.51401869,43.0
30,C,94102,CA,11.0,60.51401869,43.0
30,B,94102,CA,11.0,60.51401869,43.0
30,A,94102,CA,11.0,60.51401869,43.0
30,C,94102,CA,11.0,60.51401869,43.0
30,B,94102,CA,11.0,60.51401869,43.0
30,A,94102,CA,11.0,60.51401869,43.0
30,C,94102,CA,11.0,60.51401869,43.0
30,B,94102,CA,11.0,60.51401869,43.0
30,A,94102,CA,11.0,60.51401869,43.0
30,C,94102,CA,11.0,60.51401869,43.0
30,B,94102,CA,11.0,60.51401869,43.0
30,A,94102,CA,11.0,60.51401869,43.0
30,C,94102,CA,11.0,60.51401869,43.0
8,B,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,B,94123,CA,11.0,60.51401869,43.0
8,B,94123,CA,11.0,60.51401869,43.0
8,B,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,B,94123,CA,11.0,60.51401869,43.0
8,B,94123,CA,11.0,60.51401869,43.0
4,B,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,B,94123,CA,11.0,60.51401869,43.0
4,B,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
16,A,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
16,A,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
16,A,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
16,A,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
16,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,B,94109,CA,11.0,60.51401869,43.0
8,B,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,B,94109,CA,11.0,60.51401869,43.0
8,B,94109,CA,11.0,60.51401869,43.0
16,A,94109,CA,11.0,60.51401869,43.0
16,A,94109,CA,11.0,60.51401869,43.0
16,B,94109,CA,11.0,60.51401869,43.0
16,B,94109,CA,11.0,60.51401869,43.0
16,A,94109,CA,11.0,60.51401869,43.0
16,A,94109,CA,11.0,60.51401869,43.0
16,B,94109,CA,11.0,60.51401869,43.0
16,B,94109,CA,11.0,60.51401869,43.0
16,A,94109,CA,11.0,60.51401869,43.0
16,A,94109,CA,11.0,60.51401869,43.0
16,B,94109,CA,11.0,60.51401869,43.0
16,B,94109,CA,11.0,60.51401869,43.0
16,A,94109,CA,11.0,60.51401869,43.0
16,A,94109,CA,11.0,60.51401869,43.0
16,B,94109,CA,11.0,60.51401869,43.0
16,B,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,B,94109,CA,11.0,60.51401869,43.0
8,B,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,B,94109,CA,11.0,60.51401869,43.0
8,B,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,B,94109,CA,11.0,60.51401869,43.0
12,B,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,B,94109,CA,11.0,60.51401869,43.0
12,B,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,B,94109,CA,11.0,60.51401869,43.0
12,B,94109,CA,11.0,60.51401869,43.0
4,B,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,B,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
8,B,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,B,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
8,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,C,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,C,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,C,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,C,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,C,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,A,94109,CA,11.0,60.51401869,43.0
8,C,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,C,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,C,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,C,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,C,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,C,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,C,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,A,94109,CA,11.0,60.51401869,43.0
28,C,94109,CA,11.0,60.51401869,43.0
22,A,94109,CA,11.0,60.51401869,43.0
22,C,94109,CA,11.0,60.51401869,43.0
22,A,94109,CA,11.0,60.51401869,43.0
22,C,94109,CA,11.0,60.51401869,43.0
22,A,94109,CA,11.0,60.51401869,43.0
22,C,94109,CA,11.0,60.51401869,43.0
22,A,94109,CA,11.0,60.51401869,43.0
22,C,94109,CA,11.0,60.51401869,43.0
22,A,94109,CA,11.0,60.51401869,43.0
22,C,94109,CA,11.0,60.51401869,43.0
22,A,94109,CA,11.0,60.51401869,43.0
22,C,94109,CA,11.0,60.51401869,43.0
22,A,94109,CA,11.0,60.51401869,43.0
22,C,94109,CA,11.0,60.51401869,43.0
22,A,94109,CA,11.0,60.51401869,43.0
22,C,94109,CA,11.0,60.51401869,43.0
22,A,94109,CA,11.0,60.51401869,43.0
22,C,94109,CA,11.0,60.51401869,43.0
22,A,94109,CA,11.0,60.51401869,43.0
22,C,94109,CA,11.0,60.51401869,43.0
22,A,94109,CA,11.0,60.51401869,43.0
22,C,94109,CA,11.0,60.51401869,43.0
4,A,94109,CA,11.0,60.51401869,43.0
4,C,94109,CA,11.0,60.51401869,43.0
4,A,94109,CA,11.0,60.51401869,43.0
4,C,94109,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
20,A,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,A,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,A,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,A,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,B,94123,CA,11.0,60.51401869,43.0
4,B,94123,CA,11.0,60.51401869,43.0
4,B,94123,CA,11.0,60.51401869,43.0
20,A,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
20,B,94123,CA,11.0,60.51401869,43.0
4,A,94123,CA,11.0,60.51401869,43.0
4,B,94123,CA,11.0,60.51401869,43.0
4,B,94123,CA,11.0,60.51401869,43.0
4,B,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,A,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,B,94123,CA,11.0,60.51401869,43.0
12,A,94114,CA,11.0,60.51401869,43.0
12,B,94114,CA,11.0,60.51401869,43.0
12,B,94114,CA,11.0,60.51401869,43.0
12,A,94114,CA,11.0,60.51401869,43.0
12,A,94114,CA,11.0,60.51401869,43.0
12,B,94114,CA,11.0,60.51401869,43.0
12,B,94114,CA,11.0,60.51401869,43.0
12,A,94114,CA,11.0,60.51401869,43.0
12,A,94114,CA,11.0,60.51401869,43.0
12,B,94114,CA,11.0,60.51401869,43.0
12,B,94114,CA,11.0,60.51401869,43.0
12,A,94114,CA,11.0,60.51401869,43.0
8,A,94114,CA,11.0,60.51401869,43.0
8,B,94114,CA,11.0,60.51401869,43.0
8,B,94114,CA,11.0,60.51401869,43.0
8,A,94114,CA,11.0,60.51401869,43.0
8,A,94114,CA,11.0,60.51401869,43.0
8,B,94114,CA,11.0,60.51401869,43.0
8,B,94114,CA,11.0,60.51401869,43.0
8,A,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,B,94114,CA,11.0,60.51401869,43.0
16,A,94114,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
12,A,94109,CA,11.0,60.51401869,43.0
